"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"California"	"06"	"Jun., 2020"	"2020/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	204	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2020"	"2020/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	419	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2020"	"2020/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	992	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2020"	"2020/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	121	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2020"	"2020/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	213	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2020"	"2020/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	359	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2020"	"2020/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	985	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2020"	"2020/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2020"	"2020/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	191	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2020"	"2020/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	347	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2020"	"2020/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	876	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2020"	"2020/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2020"	"2020/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	197	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2020"	"2020/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	312	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2020"	"2020/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	921	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2020"	"2020/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2020"	"2020/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	211	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2020"	"2020/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	393	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2020"	"2020/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	954	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2020"	"2020/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2020"	"2020/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	234	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2020"	"2020/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	521	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2020"	"2020/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1148	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2020"	"2020/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	170	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2020"	"2020/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	272	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021 "	"2021/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	520	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021 "	"2021/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1191	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021 "	"2021/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021 "	"2021/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	293	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021 "	"2021/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	438	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021 "	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	938	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021 "	"2021/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	133	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021 "	"2021/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	229	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021 "	"2021/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	441	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021 "	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	986	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021 "	"2021/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021 "	"2021/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	239	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021 "	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	335	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021 "	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	875	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021 "	"2021/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021 "	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	229	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021 "	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	306	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021 "	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	907	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021 "	"2021/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021 "	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021 "	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	309	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021 "	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	830	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021 "	"2021/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021 "	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	227	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021 "	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	311	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021 "	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	890	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021 "	"2021/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021 "	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	208	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021 "	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	392	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021 "	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	919	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021 "	"2021/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	128	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021 "	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	261	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021 "	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	344	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021 "	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	930	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021 "	"2021/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021 "	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	231	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021 "	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	362	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021 "	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	959	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021 "	"2021/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021 "	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	249	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021 "	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	399	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021 "	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	965	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021 "	"2021/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021 "	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	296	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021 "	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	481	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021 "	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1172	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021 "	"2021/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	154	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021 "	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	306	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2018"	"2018/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	282	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2018"	"2018/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2018"	"2018/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2018"	"2018/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2018"	"2018/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2018"	"2018/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2018"	"2018/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	253	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2018"	"2018/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2018"	"2018/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2018"	"2018/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	266	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2018"	"2018/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2018"	"2018/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2018"	"2018/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	233	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2018"	"2018/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2018"	"2018/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2018"	"2018/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	202	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2018"	"2018/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2018"	"2018/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2018"	"2018/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2018"	"2018/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2018"	"2018/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2018"	"2018/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	187	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2018"	"2018/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2018"	"2018/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2018"	"2018/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	186	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2018"	"2018/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	225	Not Applicable	Not Applicable	Not Applicable	Not Applicable
